species	isoform	protein_id	transcript_id	sequence_length	valid_amino_acid_alphabet	contains_internal_stop	terminal_stop_present	sequence_hash	duplicate_group_id	has_III_region_coordinates	cassette_within_protein_bounds	expected_length_range_status	length_outlier_status	interpro_ready	protein_integrity_status	protein_integrity_warning
alligator_mississippiensis	IIIb	XP_006266188.1	XM_006266126.4	868	true	false	false	9a4f59650e472e63bc07abaaf107fe480db6de799bd98573c25222405d24c7ca	dgrp_001	true	true	within_expected_range	within_expected_range	true	protein_integrity_pass
alligator_mississippiensis	IIIc	XP_059586053.1	XM_059730070.1	869	true	false	false	87317467e83bfc6c18bb93a5319a06f2466d8c6b104021702ab12c7e24148ee0	dgrp_002	true	true	within_expected_range	within_expected_range	true	protein_integrity_pass
ambystoma_mexicanum	IIIb	XP_069468056.1	XM_069611955.1	838	true	false	false	0704ede7334a0651d4528892f08f11936711d4431e0f3a32569ff85d0bc538c5	dgrp_003	true	true	within_expected_range	within_expected_range	true	protein_integrity_pass
ambystoma_mexicanum	IIIc	XP_069468054.1	XM_069611953.1	840	true	false	false	407c73c8cb88b3817924c05ce0b92b7a0d6f3dcd70d71bbe9faf87c3990f8b8e	dgrp_004	true	true	within_expected_range	within_expected_range	true	protein_integrity_pass
anolis_carolinensis	IIIb	XP_062832081.1	XM_062976011.1	873	true	false	false	faeeef522f5c2ff362c5105304868714a9ac50811d36f15c4b48730a7d080c89	dgrp_005	true	true	within_expected_range	within_expected_range	true	protein_integrity_pass
anolis_carolinensis	IIIc	XP_062832082.1	XM_062976012.1	873	true	false	false	cbb68240c41b1444c00960dc9487949349687e36ee0ebfdc0d0f9d90dc5d4449	dgrp_006	true	true	within_expected_range	within_expected_range	true	protein_integrity_pass
bos_taurus	IIIb	XP_059737724.1	XM_059881741.1	840	true	false	false	d44c259aaab572e348816750cde7d563e2ef3fff1986fd72f198dbe1f1689274	dgrp_007	true	true	within_expected_range	within_expected_range	true	protein_integrity_pass
bos_taurus	IIIc	XP_059737723.1	XM_059881740.1	841	true	false	false	69f9c01ffeece2671c747d0ac018d139608bc3ac9679e21171dacbc7e92eaf6e	dgrp_008	true	true	within_expected_range	within_expected_range	true	protein_integrity_pass
callithrix_jacchus	IIIb	XP_078202765.1	XM_078346639.1	840	true	false	false	ec5ce357cee4c9ddf37f93a61bcac8888a396ee68081f8a5fd0c2a0d1b14f384	dgrp_009	true	true	within_expected_range	within_expected_range	true	protein_integrity_pass
callithrix_jacchus	IIIc	XP_078202760.1	XM_078346634.1	841	true	false	false	ff6dec0e21acf788f82b1a4673331c79c63099eeb51b8b27a920438388faee64	dgrp_010	true	true	within_expected_range	within_expected_range	true	protein_integrity_pass
canis_lupus_familiaris	IIIb	ENSCAFP00845027156	ENSCAFT00845034672	709	true	false	false	82edf487acdd5224062078c1fda605def1cc987c1307fe40af0dbb18a2c9dfda	dgrp_011	true	true	within_expected_range	within_expected_range	true	protein_integrity_pass
canis_lupus_familiaris	IIIc	ENSCAFP00845027252	ENSCAFT00845034795	705	true	false	false	afb6b64f23991bf5fb5c7ea2cc7f58b3b21c4a8bb43dcf9bf393919005b18124	dgrp_012	true	true	within_expected_range	within_expected_range	true	protein_integrity_pass
chrysemys_picta_bellii	IIIb	XP_065408413.1	XM_065552341.1	840	true	false	false	a8bcdb929851c4d83503c0bca623c4c8f241cda6630fb1047c23e9be8ab2a72c	dgrp_013	true	true	within_expected_range	within_expected_range	true	protein_integrity_pass
chrysemys_picta_bellii	IIIc	XP_023965681.1	XM_024109913.3	838	true	false	false	d42beb1259cedb83af054395be75c66551a299b0b72aa37e62238e1656e7eed9	dgrp_014	true	true	within_expected_range	within_expected_range	true	protein_integrity_pass
danio_rerio	IIIb	XP_068081038.1	XM_068224937.2	840	true	false	false	8d4a6ec0e58930c77507b47f83c9192130bf06a505f1edf78b49e5cd0d86592e	dgrp_015	true	true	within_expected_range	within_expected_range	true	protein_integrity_pass
danio_rerio	IIIc	XP_068081039.1	XM_068224938.2	838	true	false	false	db9a242748bc8a719e29a21ff5fb2243b854b05c8cadb841b2e8627627782e5e	dgrp_016	true	true	within_expected_range	within_expected_range	true	protein_integrity_pass
equus_caballus	IIIb	XP_014588430.1	XM_014732944.3	886	true	false	false	cb5c7f39d1f6dfe56ae6134fc683cc477185b7be320b7f2767c0a2fc6888920d	dgrp_017	true	true	within_expected_range	within_expected_range	true	protein_integrity_pass
equus_caballus	IIIc	XP_014588429.1	XM_014732943.3	887	true	false	false	431975e47c5f9efbaf5ec3cce288f86b80383180163cab1fe588b7b56fad8e9c	dgrp_018	true	true	within_expected_range	within_expected_range	true	protein_integrity_pass
felis_catus	IIIb	XP_044896695.1	XM_045040760.1	840	true	false	false	0e93c2ab13f42a2db8e7c2fad005ef5afa5636178bab45ed360698df82d486ca	dgrp_019	true	true	within_expected_range	within_expected_range	true	protein_integrity_pass
felis_catus	IIIc	XP_044896694.1	XM_045040759.1	841	true	false	false	178f823cbb1b99f19b6981392e9c73a890e641beddf9fddebfa0253aba9ed4b5	dgrp_020	true	true	within_expected_range	within_expected_range	true	protein_integrity_pass
gallus_gallus	IIIb	NP_990650.2	NM_205319.4	842	true	false	false	a0cfdf3b8b4614a3ab43ffdb666c4bad877c1798d2606c83841d9ffe85c778f0	dgrp_021	true	true	within_expected_range	within_expected_range	true	protein_integrity_pass
gallus_gallus	IIIc	XP_046798696.1	XM_046942740.1	843	true	false	false	19b8d35c9d3049b9d9b0e08946991871f25690b4fff4d1c4554035e87afce905	dgrp_022	true	true	within_expected_range	within_expected_range	true	protein_integrity_pass
