species	display_species_name	isoform	protein_id	transcript_id	recommended_use	native_cassette_start_aa	native_cassette_end_aa	full_length_msa_start_col	full_length_msa_end_col	cassette_msa_start_col	cassette_msa_end_col	left_boundary_gap_fraction_window	right_boundary_gap_fraction_window	internal_region_gap_fraction	boundary_window_size	left_boundary_gap_fraction_w3	right_boundary_gap_fraction_w3	left_boundary_gap_fraction_w5	right_boundary_gap_fraction_w5	boundary_projection_status	boundary_projection_confidence	boundary_projection_warning	rescue_decision	final_label_source	final_claim_status_after_rescue	recommended_use_pre_rescue	recommended_use_post_rescue	rescue_evidence_summary	unresolved_reason_if_any
alligator_mississippiensis	Alligator mississippiensis	IIIc	XP_006266188.1	XM_006266126.4	main_text_primary_claim	335	382	550	599	1	66	0.0091	0.3636	0.0747	5	0.0095	0.5595	0.0091	0.3636	msa_boundary_projected_with_minor_gaps	minor_gaps		current_candidate_confirmed_after_exhaustive_screen	sequence_reconciliation_confirmed	primary_claim_supported_with_minor_flags	main_text_primary_claim	main_analysis	own_id=0.9792;cur_pass=True;src=sequence_reconciliation_confirmed
alligator_mississippiensis	Alligator mississippiensis	IIIb	XP_059586053.1	XM_059730070.1	main_text_primary_claim	336	380	551	599	2	48	0.0106	0.3636	0.0759	5	0.0119	0.5595	0.0106	0.3636	msa_boundary_projected_with_minor_gaps	minor_gaps		current_candidate_confirmed_after_exhaustive_screen	sequence_reconciliation_confirmed	primary_claim_supported_with_minor_flags	main_text_primary_claim	main_analysis	own_id=0.9333;cur_pass=True;src=sequence_reconciliation_confirmed
ambystoma_mexicanum	Ambystoma mexicanum	IIIc	XP_069468056.1	XM_069611955.1	main_text_primary_claim	332	379	550	599	1	66	0.0091	0.3636	0.0747	5	0.0095	0.5595	0.0091	0.3636	msa_boundary_projected_with_minor_gaps	minor_gaps		current_candidate_confirmed_after_exhaustive_screen	sequence_reconciliation_confirmed	primary_claim_supported_with_minor_flags	main_text_primary_claim	main_analysis	own_id=0.9375;cur_pass=True;src=sequence_reconciliation_confirmed
ambystoma_mexicanum	Ambystoma mexicanum	IIIb	XP_069468054.1	XM_069611953.1	main_text_primary_claim	333	377	551	599	2	48	0.0106	0.3636	0.0759	5	0.0119	0.5595	0.0106	0.3636	msa_boundary_projected_with_minor_gaps	minor_gaps		current_candidate_confirmed_after_exhaustive_screen	sequence_reconciliation_confirmed	primary_claim_supported_with_minor_flags	main_text_primary_claim	main_analysis	own_id=0.8667;cur_pass=True;src=sequence_reconciliation_confirmed
anolis_carolinensis	Anolis carolinensis	IIIc	XP_062832081.1	XM_062976011.1	main_text_primary_claim	367	413	551	599	2	66	0.0106	0.3636	0.0759	5	0.0119	0.5595	0.0106	0.3636	msa_boundary_projected_with_minor_gaps	minor_gaps		current_candidate_confirmed_after_exhaustive_screen	sequence_reconciliation_confirmed	primary_claim_supported_with_minor_flags	main_text_primary_claim	main_analysis	own_id=0.9362;cur_pass=True;src=sequence_reconciliation_confirmed
anolis_carolinensis	Anolis carolinensis	IIIb	XP_062832082.1	XM_062976012.1	main_text_primary_claim	366	411	550	599	1	48	0.0091	0.3636	0.0747	5	0.0095	0.5595	0.0091	0.3636	msa_boundary_projected_with_minor_gaps	minor_gaps		current_candidate_confirmed_after_exhaustive_screen	sequence_reconciliation_confirmed	primary_claim_supported_with_minor_flags	main_text_primary_claim	main_analysis	own_id=0.8696;cur_pass=True;src=sequence_reconciliation_confirmed
bos_taurus	Bos taurus	IIIc	XP_059737724.1	XM_059881741.1	main_text_primary_claim	333	380	550	599	1	66	0.0091	0.3636	0.0747	5	0.0095	0.5595	0.0091	0.3636	msa_boundary_projected_with_minor_gaps	minor_gaps		current_candidate_confirmed_after_exhaustive_screen	sequence_reconciliation_confirmed	primary_claim_supported_with_minor_flags	main_text_primary_claim	main_analysis	own_id=1.0;cur_pass=True;src=sequence_reconciliation_confirmed
bos_taurus	Bos taurus	IIIb	XP_059737723.1	XM_059881740.1	main_text_primary_claim	333	378	550	599	1	48	0.0091	0.3636	0.0747	5	0.0095	0.5595	0.0091	0.3636	msa_boundary_projected_with_minor_gaps	minor_gaps		current_candidate_confirmed_after_exhaustive_screen	sequence_reconciliation_confirmed	primary_claim_supported_with_minor_flags	main_text_primary_claim	main_analysis	own_id=1.0;cur_pass=True;src=sequence_reconciliation_confirmed
callithrix_jacchus	Callithrix jacchus	IIIc	XP_078202765.1	XM_078346639.1	main_text_primary_claim	333	380	550	599	1	66	0.0091	0.3636	0.0747	5	0.0095	0.5595	0.0091	0.3636	msa_boundary_projected_with_minor_gaps	minor_gaps		current_candidate_confirmed_after_exhaustive_screen	sequence_reconciliation_confirmed	primary_claim_supported_with_minor_flags	main_text_primary_claim	main_analysis	own_id=1.0;cur_pass=True;src=sequence_reconciliation_confirmed
callithrix_jacchus	Callithrix jacchus	IIIb	XP_078202760.1	XM_078346634.1	main_text_primary_claim	333	378	550	599	1	48	0.0091	0.3636	0.0747	5	0.0095	0.5595	0.0091	0.3636	msa_boundary_projected_with_minor_gaps	minor_gaps		current_candidate_confirmed_after_exhaustive_screen	sequence_reconciliation_confirmed	primary_claim_supported_with_minor_flags	main_text_primary_claim	main_analysis	own_id=1.0;cur_pass=True;src=sequence_reconciliation_confirmed
