species	display_species_name	taxon_group	isoform	upstream_label	legacy_label	previous_pipeline_label	validated_exon_type	final_isoform_label	transcript_id	protein_id	gene_id	protein_length	sequence_md5	label_consistency_status	rescue_required	rescue_decision	final_label_source	final_claim_status	final_claim_status_after_rescue	orthology_status	paralog_status	synteny_validation_class	combined_synteny_validation_class	neighbor_label_quality_score	MSA_full_length_status	full_length_gap_fraction	full_length_outlier_status	full_length_MSA_warning	MSA_cassette_status	cassette_MSA_warning	boundary_robustness_class	coordinate_validation_status	CDS_reconstruction_status	protein_integrity_status	pre_interpro_readiness_class	pre_interpro_warning	unresolved_reason_if_any
homo_sapiens	Homo sapiens	Primates	IIIb	IIIc	IIIc	IIIc	IIIb	IIIb	ENST00001142305	ENSP00000813085		822	0d7c744f3ba4b8b975b359ff4795b8f4346864241222eb71aa92ef4d2c97a78c	swapped_relative_to_upstream	true	current_candidate_confirmed_after_exhaustive_screen	sequence_reconciliation_confirmed	primary_claim_supported_with_minor_flags	primary_claim_supported_with_minor_flags	fgfr2_ortholog_high_confidence	fgfr2_high_confidence_multi_vertebrate	synteny_strong	synteny_strong	1.0	full_length_msa_pass	0.2382	within_expected_range		msa_pass		robust_boundary	moderate_native_offset_review	unknown_x2:phase_not_propagated_from_source	protein_integrity_pass	ready_for_interpro_with_minor_flags
homo_sapiens	Homo sapiens	Primates	IIIc	IIIb	IIIb	IIIb	IIIc	IIIc	ENST00000358487	ENSP00000351276		821	c81b4e9e806e0ace9f779e65477e6c988dea6cad5eecfbcb35f2364c5fc884dd	swapped_relative_to_upstream	true	current_candidate_confirmed_after_exhaustive_screen	sequence_reconciliation_confirmed	primary_claim_supported_with_minor_flags	primary_claim_supported_with_minor_flags	fgfr2_ortholog_high_confidence	fgfr2_high_confidence_multi_vertebrate	synteny_strong	synteny_strong	1.0	full_length_msa_pass	0.2382	within_expected_range		msa_pass		robust_boundary	moderate_native_offset_review	unknown_x2:phase_not_propagated_from_source	protein_integrity_pass	ready_for_interpro_with_minor_flags
pan_troglodytes	Pan troglodytes	Primates	IIIb	IIIc	IIIc	IIIc	IIIb	IIIb	XM_054660538.2	XP_054516513.1		841	6ce49f0a3505578445751e892887f70099d7e84ec2fb84b4e651e900dd748e1d	swapped_relative_to_upstream	true	current_candidate_confirmed_after_exhaustive_screen	sequence_reconciliation_confirmed	primary_claim_supported_with_minor_flags	primary_claim_supported_with_minor_flags	fgfr2_ortholog_high_confidence	fgfr2_high_confidence_multi_vertebrate	synteny_strong	synteny_strong	0.9	full_length_msa_pass	0.2382	within_expected_range		msa_pass		robust_boundary	same_native_coordinate	split_x2	protein_integrity_pass	ready_for_interpro_with_minor_flags
pan_troglodytes	Pan troglodytes	Primates	IIIc	IIIb	IIIb	IIIb	IIIc	IIIc	XM_054660539.2	XP_054516514.1		840	d097487d5170e632fbb7979ffd654c85a2f271e0e714fd8133b922edb0603fd8	swapped_relative_to_upstream	true	current_candidate_confirmed_after_exhaustive_screen	sequence_reconciliation_confirmed	primary_claim_supported_with_minor_flags	primary_claim_supported_with_minor_flags	fgfr2_ortholog_high_confidence	fgfr2_high_confidence_multi_vertebrate	synteny_strong	synteny_strong	0.9	full_length_msa_pass	0.2382	within_expected_range		msa_pass		robust_boundary	same_native_coordinate	split_x2	protein_integrity_pass	ready_for_interpro_with_minor_flags
gorilla_gorilla_gorilla	Gorilla gorilla gorilla	Primates	IIIb	IIIc	IIIc	IIIc	IIIb	IIIb	ENSGGOT00000059958	ENSGGOP00000051435		670	f0f5b09c0de0d5990a45a8c0b41ef4578d4e2698c3e6fab386352064cba15c93	swapped_relative_to_upstream	true	current_candidate_confirmed_after_exhaustive_screen	sequence_reconciliation_confirmed	primary_claim_supported_with_minor_flags	primary_claim_supported_with_minor_flags	fgfr2_ortholog_high_confidence	fgfr2_high_confidence_multi_vertebrate	synteny_supported_with_minor_rearrangement	synteny_supported_with_minor_rearrangement	0.9	full_length_msa_pass	0.2382	within_expected_range		msa_pass		supported_boundary_with_minor_flags	major_native_offset_review	unknown_x2:phase_not_propagated_from_source	protein_integrity_pass	ready_for_interpro_with_minor_flags
gorilla_gorilla_gorilla	Gorilla gorilla gorilla	Primates	IIIc	IIIb	IIIb	IIIb	IIIc	IIIc	XP_004050253.1	XP_004050253.1		723	55a93e04156f0f20c358b15715a71ded6e7172a86114b577b8db87eb5838a652	unresolved_no_sequence	true	rescued_with_external_validated_candidate_pair	external_refseq_sequence_validated	primary_claim_supported_with_minor_flags	primary_claim_supported_with_minor_flags	fgfr2_ortholog_high_confidence	fgfr2_high_confidence_multi_vertebrate	synteny_supported_with_minor_rearrangement	synteny_supported_with_minor_rearrangement	0.9	full_length_msa_pass	0.2382	within_expected_range		msa_pass		supported_boundary_with_minor_flags	major_native_offset_review	unknown_x2:phase_not_propagated_from_source	protein_integrity_pass	ready_for_interpro_with_minor_flags
pongo_abelii	Pongo abelii	Primates	IIIb	IIIb	IIIb	IIIb	unresolved	IIIb	XM_024252936.3	XP_024108704.1		838	bcb89eb12fb1140897b1321d635eb555240c1e09aa5654f4de65152e0297dc0a	unresolved_no_sequence	true	sequence_support_only_keep_supplement	unresolved_kept_provenance	excluded_from_primary_claim	supplement_review	fgfr2_ortholog_high_confidence	fgfr2_high_confidence_multi_vertebrate	synteny_supported_with_minor_rearrangement	synteny_supported_with_minor_rearrangement	0.8	full_length_msa_pass	0.2382	within_expected_range		msa_pass		supported_boundary_with_minor_flags	same_native_coordinate	split_x2	protein_integrity_pass	supplement_review_only	no source-compatible validated candidate; sequence support only	no source-compatible validated candidate; sequence support only
pongo_abelii	Pongo abelii	Primates	IIIc	IIIc	IIIc	IIIc	IIIc	IIIc	XM_024252936	XP_024108704.1		838	bcb89eb12fb1140897b1321d635eb555240c1e09aa5654f4de65152e0297dc0a	ambiguous_label_review	true	current_candidate_confirmed_after_exhaustive_screen	sequence_reconciliation_confirmed	primary_claim_supported	primary_claim_supported_with_minor_flags	fgfr2_ortholog_supported_with_warnings	fgfr2_high_confidence_multi_vertebrate	synteny_supported_with_minor_rearrangement	synteny_supported_with_minor_rearrangement	0.8	full_length_msa_pass	0.2382	within_expected_range		msa_pass		supported_boundary_with_minor_flags	same_native_coordinate	split_x2	protein_integrity_pass	ready_for_interpro_with_minor_flags
macaca_mulatta	Macaca mulatta	Primates	IIIb	IIIc	IIIc	IIIc	IIIb	IIIb	XM_015148329.3	XP_015003815.1		839	ea1133f3409482fe3d8d0e6424203545c1aed4d763dd7e6f1256a7fc9c2d2d96	swapped_relative_to_upstream	true	current_candidate_confirmed_after_exhaustive_screen	sequence_reconciliation_confirmed	primary_claim_supported_with_minor_flags	primary_claim_supported_with_minor_flags	fgfr2_ortholog_high_confidence	fgfr2_high_confidence_multi_vertebrate	synteny_strong	synteny_strong	0.9	full_length_msa_pass	0.2382	within_expected_range		msa_pass		robust_boundary	same_native_coordinate	split_x2	protein_integrity_pass	ready_for_interpro_with_minor_flags
macaca_mulatta	Macaca mulatta	Primates	IIIc	IIIb	IIIb	IIIb	IIIc	IIIc	XM_077947649.1	XP_077803775.1		838	bd7a7ffd9f75ce62672354dfdf533f5d8e1331b9a66c7786bba8ad909312981b	swapped_relative_to_upstream	true	current_candidate_confirmed_after_exhaustive_screen	sequence_reconciliation_confirmed	primary_claim_supported_with_minor_flags	primary_claim_supported_with_minor_flags	fgfr2_ortholog_high_confidence	fgfr2_high_confidence_multi_vertebrate	synteny_strong	synteny_strong	0.9	full_length_msa_pass	0.2382	within_expected_range		msa_pass		robust_boundary	same_native_coordinate	split_x2	protein_integrity_pass	ready_for_interpro_with_minor_flags
