species	isoform	upstream_label	legacy_label	previous_pipeline_label	validated_exon_type	final_isoform_label	transcript_id	protein_id	rescue_decision	final_label_source	final_claim_status_after_rescue	recommended_use_pre_rescue	recommended_use_post_rescue	reference_agreement_percent_identical	reference_agreement_percent_identical_or_conservative	boundary_robustness_class	overall_alignment_evidence_class	rescue_evidence_summary	unresolved_reason_if_any	synteny_validation_class	combined_synteny_validation_class	total_neighbor_support_score	neighbor_identity_confidence_score	n_neighbors_rbh_supported	n_neighbors_one_way_blast_supported	n_neighbors_ambiguous	n_neighbors_unmapped	scaffold_continuity_status	rescued_candidate_locus_support	synteny_warning
alligator_mississippiensis	IIIc	IIIb	IIIb	IIIb	IIIc	IIIc	XM_006266126.4	XP_006266188.1	current_candidate_confirmed_after_exhaustive_screen	sequence_reconciliation_confirmed	primary_claim_supported_with_minor_flags	main_text_primary_claim	main_analysis	0.9792	1.0	robust_boundary	alignment_supports_boundary	own_id=0.9792;cur_pass=True;src=sequence_reconciliation_confirmed		synteny_supported_with_minor_rearrangement	synteny_supported_with_minor_rearrangement	0.9	0.75	0	0	1	1	continuous	locus_present
alligator_mississippiensis	IIIb	IIIc	IIIc	IIIc	IIIb	IIIb	XM_059730070.1	XP_059586053.1	current_candidate_confirmed_after_exhaustive_screen	sequence_reconciliation_confirmed	primary_claim_supported_with_minor_flags	main_text_primary_claim	main_analysis	0.913	0.9565	robust_boundary	alignment_supports_boundary	own_id=0.9333;cur_pass=True;src=sequence_reconciliation_confirmed		synteny_supported_with_minor_rearrangement	synteny_supported_with_minor_rearrangement	0.9	0.75	0	0	1	1	continuous	locus_present
ambystoma_mexicanum	IIIc	IIIb	IIIb	IIIb	IIIc	IIIc	XM_069611955.1	XP_069468056.1	current_candidate_confirmed_after_exhaustive_screen	sequence_reconciliation_confirmed	primary_claim_supported_with_minor_flags	main_text_primary_claim	main_analysis	0.9375	1.0	robust_boundary	alignment_supports_boundary	own_id=0.9375;cur_pass=True;src=sequence_reconciliation_confirmed		synteny_partial_blast_supported	synteny_partial_blast_supported	0.5	0.6	0	0	0	5	continuous	locus_present	partial neighbor support (incl. BLAST/RBH)
ambystoma_mexicanum	IIIb	IIIc	IIIc	IIIc	IIIb	IIIb	XM_069611953.1	XP_069468054.1	current_candidate_confirmed_after_exhaustive_screen	sequence_reconciliation_confirmed	primary_claim_supported_with_minor_flags	main_text_primary_claim	main_analysis	0.8478	0.913	robust_boundary	alignment_supports_boundary	own_id=0.8667;cur_pass=True;src=sequence_reconciliation_confirmed		synteny_partial_blast_supported	synteny_partial_blast_supported	0.5	0.6	0	0	0	5	continuous	locus_present	partial neighbor support (incl. BLAST/RBH)
anolis_carolinensis	IIIc	IIIb	IIIb	IIIb	IIIc	IIIc	XM_062976011.1	XP_062832081.1	current_candidate_confirmed_after_exhaustive_screen	sequence_reconciliation_confirmed	primary_claim_supported_with_minor_flags	main_text_primary_claim	main_analysis	0.9167	0.9583	robust_boundary	alignment_supports_boundary	own_id=0.9362;cur_pass=True;src=sequence_reconciliation_confirmed		synteny_strong	synteny_strong	1.0	0.85	0	0	2	0	continuous	locus_present
anolis_carolinensis	IIIb	IIIc	IIIc	IIIc	IIIb	IIIb	XM_062976012.1	XP_062832082.1	current_candidate_confirmed_after_exhaustive_screen	sequence_reconciliation_confirmed	primary_claim_supported_with_minor_flags	main_text_primary_claim	main_analysis	0.8696	0.8913	robust_boundary	alignment_supports_boundary	own_id=0.8696;cur_pass=True;src=sequence_reconciliation_confirmed		synteny_strong	synteny_strong	1.0	0.85	0	0	2	0	continuous	locus_present
bos_taurus	IIIc	IIIb	IIIb	IIIb	IIIc	IIIc	XM_059881741.1	XP_059737724.1	current_candidate_confirmed_after_exhaustive_screen	sequence_reconciliation_confirmed	primary_claim_supported_with_minor_flags	main_text_primary_claim	main_analysis	1.0	1.0	robust_boundary	alignment_supports_boundary	own_id=1.0;cur_pass=True;src=sequence_reconciliation_confirmed		synteny_strong	synteny_strong	0.9	0.95	0	1	0	1	continuous	locus_present
bos_taurus	IIIb	IIIc	IIIc	IIIc	IIIb	IIIb	XM_059881740.1	XP_059737723.1	current_candidate_confirmed_after_exhaustive_screen	sequence_reconciliation_confirmed	primary_claim_supported_with_minor_flags	main_text_primary_claim	main_analysis	1.0	1.0	robust_boundary	alignment_supports_boundary	own_id=1.0;cur_pass=True;src=sequence_reconciliation_confirmed		synteny_strong	synteny_strong	0.9	0.95	0	1	0	1	continuous	locus_present
callithrix_jacchus	IIIc	IIIb	IIIb	IIIb	IIIc	IIIc	XM_078346639.1	XP_078202765.1	current_candidate_confirmed_after_exhaustive_screen	sequence_reconciliation_confirmed	primary_claim_supported_with_minor_flags	main_text_primary_claim	main_analysis	1.0	1.0	robust_boundary	alignment_supports_boundary	own_id=1.0;cur_pass=True;src=sequence_reconciliation_confirmed		synteny_partial_blast_supported	synteny_partial_blast_supported	0.5	0.65	0	0	0	3	continuous	locus_present	partial neighbor support (incl. BLAST/RBH)
callithrix_jacchus	IIIb	IIIc	IIIc	IIIc	IIIb	IIIb	XM_078346634.1	XP_078202760.1	current_candidate_confirmed_after_exhaustive_screen	sequence_reconciliation_confirmed	primary_claim_supported_with_minor_flags	main_text_primary_claim	main_analysis	1.0	1.0	robust_boundary	alignment_supports_boundary	own_id=1.0;cur_pass=True;src=sequence_reconciliation_confirmed		synteny_partial_blast_supported	synteny_partial_blast_supported	0.5	0.65	0	0	0	3	continuous	locus_present	partial neighbor support (incl. BLAST/RBH)
