species	isoform	transcript_id	protein_id	protein_length	exon_number	exon_start_aa	exon_end_aa	overflow_aa	source	phase_or_rounding_info_if_available	issue_class	action	final_exon_start_aa	final_exon_end_aa	notes
alligator_mississippiensis	IIIb	XM_059730070.1	XP_059586053.1	869	1	1	59	0	figure3C		no_issue	keep	1	59
alligator_mississippiensis	IIIb	XM_059730070.1	XP_059586053.1	869	2	59	148	0	figure3C		no_issue	keep	59	148
alligator_mississippiensis	IIIb	XM_059730070.1	XP_059586053.1	869	3	148	173	0	figure3C		no_issue	keep	148	173
alligator_mississippiensis	IIIb	XM_059730070.1	XP_059586053.1	869	4	173	229	0	figure3C		no_issue	keep	173	229
alligator_mississippiensis	IIIb	XM_059730070.1	XP_059586053.1	869	5	230	271	0	figure3C		no_issue	keep	230	271
alligator_mississippiensis	IIIb	XM_059730070.1	XP_059586053.1	869	6	271	334	0	figure3C		no_issue	keep	271	334
alligator_mississippiensis	IIIb	XM_059730070.1	XP_059586053.1	869	7	383	450	0	figure3C		no_issue	keep	383	450
alligator_mississippiensis	IIIb	XM_059730070.1	XP_059586053.1	869	8	451	501	0	figure3C		no_issue	keep	451	501
alligator_mississippiensis	IIIb	XM_059730070.1	XP_059586053.1	869	9	501	542	0	figure3C		no_issue	keep	501	542
alligator_mississippiensis	IIIb	XM_059730070.1	XP_059586053.1	869	10	542	579	0	figure3C		no_issue	keep	542	579
alligator_mississippiensis	IIIb	XM_059730070.1	XP_059586053.1	869	11	579	642	0	figure3C		no_issue	keep	579	642
alligator_mississippiensis	IIIb	XM_059730070.1	XP_059586053.1	869	12	643	683	0	figure3C		no_issue	keep	643	683
alligator_mississippiensis	IIIb	XM_059730070.1	XP_059586053.1	869	13	684	707	0	figure3C		no_issue	keep	684	707
alligator_mississippiensis	IIIb	XM_059730070.1	XP_059586053.1	869	14	707	753	0	figure3C		no_issue	keep	707	753
alligator_mississippiensis	IIIb	XM_059730070.1	XP_059586053.1	869	15	753	788	0	figure3C		no_issue	keep	753	788
alligator_mississippiensis	IIIb	XM_059730070.1	XP_059586053.1	869	16	789	814	0	figure3C		no_issue	keep	789	814
alligator_mississippiensis	IIIb	XM_059730070.1	XP_059586053.1	869	17	814	869	0	figure3C		no_issue	keep	814	869
alligator_mississippiensis	IIIc	XM_006266126.4	XP_006266188.1	868	1	1	59	0	figure3C		no_issue	keep	1	59
alligator_mississippiensis	IIIc	XM_006266126.4	XP_006266188.1	868	2	59	148	0	figure3C		no_issue	keep	59	148
alligator_mississippiensis	IIIc	XM_006266126.4	XP_006266188.1	868	3	148	173	0	figure3C		no_issue	keep	148	173
alligator_mississippiensis	IIIc	XM_006266126.4	XP_006266188.1	868	4	173	229	0	figure3C		no_issue	keep	173	229
alligator_mississippiensis	IIIc	XM_006266126.4	XP_006266188.1	868	5	230	271	0	figure3C		no_issue	keep	230	271
alligator_mississippiensis	IIIc	XM_006266126.4	XP_006266188.1	868	6	271	334	0	figure3C		no_issue	keep	271	334
